# penetration_um force_N
1.333333e-01 1.917474e+01
2.666667e-01 3.834811e+01
4.000000e-01 5.752012e+01
5.333333e-01 7.669075e+01
6.666667e-01 9.586002e+01
8.000000e-01 1.150279e+02
9.333333e-01 1.341945e+02
1.066667e+00 1.533596e+02
1.200000e+00 1.725234e+02
1.333333e+00 1.916859e+02
1.466667e+00 2.108469e+02
1.600000e+00 2.300066e+02
1.733333e+00 2.491650e+02
1.866667e+00 2.683220e+02
2.000000e+00 2.874776e+02
