# Index Q0 Q1 Q2 Q3
599 0.600856 0.397716 0.105961 0.685249
600 0.571213 0.286398 0.055671 0.767198
601 0.155722 0.207090 0.191614 0.946651
602 -0.395336 0.131357 0.136969 0.898718
603 0.666431 0.387677 -0.056839 0.634307
604 -0.023464 0.223756 0.122506 0.966631
605 0.373658 0.301220 0.182830 0.858032
606 0.052071 0.065111 0.188910 0.978449
607 0.609289 0.354419 0.018586 0.709090
608 0.745222 0.305804 0.055659 0.589941
609 -0.335830 0.131178 0.208497 0.909142
610 -0.253281 0.154549 0.194353 0.934981
611 0.550677 0.245803 0.161084 0.781273
612 -0.881494 0.005071 0.142634 0.450108
613 0.754374 0.343499 0.011772 0.559276
614 0.727480 0.112746 0.050478 0.674917
615 -0.450625 0.071099 0.337520 0.823385
616 -0.486742 0.068278 0.226222 0.840978
617 0.624118 0.404110 0.098924 0.661351
618 -0.273607 0.136346 0.282687 0.909196
619 -0.227017 0.221165 0.362589 0.876401
620 0.439356 0.320569 0.108689 0.832099
621 -0.969631 -0.154161 0.166449 0.091352
622 -0.403950 0.069171 0.284399 0.866693
623 -0.914510 -0.214858 0.282229 0.194564
624 -0.923282 -0.129663 0.288708 0.217681
625 0.022537 0.108531 0.179278 0.977534
626 -0.933832 -0.218831 0.282615 -0.014169
627 0.720607 0.350554 -0.005786 0.598167
628 -0.390363 0.132671 0.154335 0.897884
629 -0.899319 -0.335300 0.231055 -0.159412
630 -0.957543 -0.080985 0.188908 0.202155
631 0.185916 0.043062 0.011246 0.981557
632 0.814248 0.277602 -0.040829 0.508204
633 -0.938672 -0.028612 0.026387 0.342608
634 -0.938920 -0.151308 0.200044 0.235622
635 0.011221 0.256777 0.328536 0.908847
636 -0.627026 0.081747 0.348283 0.691993
637 -0.224604 0.198606 0.244414 0.922155
638 -0.218024 0.171604 0.235421 0.931448
639 0.596393 0.374239 -0.009424 0.710051
640 -0.945948 -0.215766 0.239566 -0.035146
641 0.876570 0.205769 0.032835 0.433828
642 -0.704161 0.002074 0.290719 0.647793
643 0.828787 0.242775 0.018258 0.503825
644 -0.761951 -0.072601 0.203405 0.610562
645 -0.371879 0.097172 0.199726 0.901317
646 0.779151 0.309548 0.024355 0.544529
647 -0.070068 0.186910 0.226254 0.953396
648 0.266352 0.264815 0.141915 0.915855
649 -0.350019 0.047258 0.230431 0.906728
650 -0.985369 -0.090991 0.144110 -0.001214
651 -0.052556 0.248737 0.125686 0.958943
652 -0.904993 -0.171652 0.292858 0.256434
653 -0.762305 -0.043556 0.346047 0.545203
654 -0.384588 0.094395 0.326945 0.858072
655 -0.983483 -0.063985 0.169282 0.003410
656 -0.943982 -0.231638 0.181146 -0.149762
657 -0.311750 0.051619 0.223114 0.922154
658 0.366650 0.169643 0.183595 0.896148
659 0.664616 0.332711 -0.029802 0.668357
660 -0.342692 -0.014207 0.328301 0.880102
661 -0.238513 0.177784 0.190905 0.935446
662 0.091753 0.089914 0.174777 0.976192
663 0.083991 0.187718 0.166115 0.964424
664 -0.955594 -0.181049 0.220112 0.074919
665 -0.507682 0.127601 0.251635 0.814037
666 -0.275249 -0.005275 0.303066 0.912338
667 0.007121 0.200785 0.229521 0.952342
668 -0.843748 -0.110899 0.270522 0.450122
669 -0.458730 0.040069 0.075921 0.884419
670 -0.052762 0.252181 0.221080 0.940609
671 -0.929906 -0.213167 0.296372 0.044709
672 -0.942403 -0.194696 0.229130 0.146524
673 -0.445826 0.034540 0.201594 0.871439
674 0.087605 0.138175 0.151173 0.974874
675 -0.920630 -0.040432 0.062769 0.383231
676 -0.897073 -0.105673 0.239304 0.356128
677 -0.917403 -0.111440 0.282930 0.256717
678 0.900961 0.212165 0.040918 0.376273
679 -0.326041 0.111293 0.304547 0.888010
680 -0.210635 0.105204 0.152667 0.959822
681 -0.569562 0.147349 0.179409 0.788480
682 -0.499712 0.017229 0.164861 0.850183
683 -0.587453 0.064461 0.396727 0.702389
684 -0.064591 0.191615 0.251220 0.946573
685 -0.894680 -0.277859 0.270168 0.222152
686 0.850047 0.233075 0.022929 0.471773
687 -0.519247 0.056774 0.347413 0.778758
688 -0.571186 0.007492 0.289503 0.768035
689 -0.026077 0.258290 0.199142 0.944960
690 -0.650090 0.075225 0.300658 0.693778
691 -0.922879 -0.045871 0.304468 0.231277
692 0.789208 0.301085 -0.089919 0.527650
693 -0.495828 0.009652 0.302033 0.814148
694 -0.273643 0.057760 0.229341 0.932301
695 -0.456882 0.038131 0.285349 0.841653
696 0.513638 0.237001 0.165681 0.807810
697 -0.933601 -0.144763 0.222395 0.240776
698 -0.491284 0.057598 0.302045 0.814918
699 -0.938902 -0.258599 0.223468 0.040640
700 -0.375850 0.124060 0.297509 0.868812
701 -0.985572 -0.084590 0.146490 -0.005708
702 0.385916 0.265518 0.238368 0.850735
703 -0.325774 0.090349 0.141881 0.930365
704 0.716625 0.310351 0.004210 0.624591
705 -0.979124 -0.042267 0.041017 0.194541
706 -0.416518 0.197827 0.306606 0.832688
707 -0.421204 0.030595 0.263944 0.867170
708 0.401464 0.231153 0.280597 0.840631
709 -0.295876 0.148758 0.213168 0.919178
710 0.800609 0.337266 -0.008037 0.495190
711 -0.242979 0.099045 0.123209 0.957064
712 0.118425 0.272668 0.203902 0.932766
713 0.681825 0.321687 -0.022853 0.656590
714 -0.984298 -0.144497 0.093657 0.038821
715 -0.951747 -0.070463 0.277725 0.109912
716 -0.278628 0.080776 0.106910 0.951006
717 0.711795 0.338517 -0.015217 0.615241
718 -0.982860 -0.161651 0.076635 -0.044535
719 -0.988618 -0.108722 0.103967 -0.002319
720 0.853731 0.270244 -0.064175 0.440445
721 -0.342184 0.011950 0.148767 0.927705
722 -0.722081 -0.002665 0.337971 0.603629
723 -0.853690 -0.027146 0.298739 0.425713
724 -0.244560 0.092950 0.255643 0.930697
725 -0.650216 0.002605 0.242602 0.719970
726 -0.032435 0.072831 0.195010 0.977556
727 -0.401863 0.071382 0.230864 0.883240
728 -0.160068 0.129107 0.137350 0.968940
729 -0.131099 0.049782 0.224529 0.964324
730 -0.640377 0.079289 0.308060 0.699092
731 0.783381 0.224193 0.034594 0.578666
732 -0.983747 -0.144570 0.106170 0.008375
733 -0.207495 0.062792 0.062068 0.974244
734 -0.424832 0.077457 0.153583 0.888780
735 0.755216 0.227882 -0.040005 0.613285
736 -0.134586 0.123372 0.143424 0.972675
737 -0.934206 -0.110988 0.338891 -0.009724
738 0.693732 0.284466 -0.002810 0.661670
739 0.850669 0.275641 -0.047931 0.445069
740 -0.903996 -0.138450 0.257853 0.311666
741 0.820054 0.215803 0.024470 0.529473
742 -0.292086 0.051679 0.236649 0.925209
743 -0.367794 0.111763 0.230768 0.893858
744 -0.306879 0.084548 0.246709 0.915320
745 -0.638046 0.090324 0.303127 0.702035
746 -0.952060 -0.115231 0.136080 0.248568
747 -0.128159 0.075805 0.211920 0.965877
748 -0.895664 -0.160048 0.320381 0.263681
749 0.842530 0.303902 -0.038112 0.443096
750 0.379578 0.185307 0.195965 0.884974
751 -0.276047 0.068567 0.227861 0.931223
752 0.882070 0.185874 -0.029083 0.431924
753 0.737148 0.212742 -0.045244 0.639771
754 -0.580159 0.006966 0.286788 0.762312
755 -0.609688 -0.041769 0.322705 0.722771
756 -0.463421 0.057102 0.251004 0.847926
757 0.211782 0.238699 0.130565 0.938682
758 -0.389352 0.082737 0.160783 0.903166
759 -0.224106 0.193565 0.336630 0.893862
760 0.751825 0.345709 -0.094513 0.553455
761 -0.980176 -0.010234 0.159025 0.117738
762 0.046791 0.207252 0.060957 0.975265
763 0.104736 0.220495 0.259615 0.934351
764 0.490624 0.212383 0.022578 0.844791
765 -0.642632 0.007480 0.176329 0.745571
766 -0.890352 -0.196710 0.302100 0.278053
767 0.799209 0.343491 -0.105473 0.481824
768 0.495267 0.438676 0.088653 0.744590
769 -0.964032 -0.209210 0.157958 0.043852
770 -0.879289 0.048373 0.293413 0.372049
771 -0.515130 0.051929 0.337274 0.786251
772 -0.642558 -0.103836 0.167929 0.740363
773 -0.050140 0.281423 0.337715 0.896792
774 0.013146 0.226608 0.181674 0.956802
775 -0.978859 -0.157720 0.113779 -0.063358
776 -0.140041 0.112574 0.165086 0.969774
777 0.805522 0.289743 -0.061802 0.513190
778 -0.778286 -0.100503 0.287490 0.549108
779 -0.394913 0.095324 0.373337 0.834012
780 0.050692 0.283303 0.314657 0.904522
781 0.606656 0.397460 0.016860 0.688266
782 0.066475 0.070475 0.158751 0.982554
783 -0.127497 0.237477 0.333490 0.903401
784 -0.900707 -0.187502 0.259114 0.293990
785 -0.968644 -0.185756 0.164969 0.002940
786 -0.934436 -0.284443 0.213560 0.017736
787 0.476172 0.264501 0.044864 0.837429
788 0.132968 0.228505 0.166987 0.949853
789 0.807346 0.279021 -0.043006 0.518161
790 -0.359717 0.001846 0.282897 0.889140
791 -0.454008 0.038038 0.304760 0.836392
792 0.009708 0.042897 0.022832 0.998771
793 -0.162701 0.161088 0.159169 0.960336
794 -0.476363 0.025446 0.167546 0.862763
795 -0.247691 0.201162 0.354660 0.878862
796 -0.977306 -0.136961 0.119875 0.108376
797 -0.908565 -0.184786 0.267114 0.262706
798 -0.018148 0.208446 0.179806 0.961192
799 0.074887 0.164759 0.143950 0.972895
800 -0.641486 0.030078 0.182541 0.744493
801 -0.283691 0.111827 0.245810 0.920104
802 0.001790 0.062532 0.018992 0.997861
803 -0.964233 -0.177298 0.175933 0.088699
804 -0.085108 0.225927 0.241577 0.939869
805 -0.787188 -0.109600 0.361999 0.487114
806 -0.228241 0.084496 0.168742 0.955140
807 -0.735284 -0.066748 0.333865 0.586034
808 -0.561231 0.087857 0.391491 0.723903
809 -0.821039 -0.088794 0.243610 0.508591
810 -0.659621 0.124383 0.353115 0.651720
811 -0.323576 0.045045 0.102759 0.939527
812 -0.245381 0.176977 0.322622 0.896874
813 0.141552 0.198522 0.122200 0.962091
814 -0.033919 0.180806 0.167430 0.968569
815 -0.345496 0.111154 0.313085 0.877642
816 -0.349603 0.067822 0.241074 0.902807
817 0.647723 0.256890 0.057936 0.714917
818 -0.924988 -0.220967 0.248162 0.184357
819 -0.112867 0.258330 0.328223 0.901552
820 -0.221943 0.180079 0.303836 0.908844
821 -0.642583 0.060853 0.216672 0.732419
822 -0.957538 -0.206672 0.186747 0.074389
823 -0.440567 0.110668 0.348017 0.820083
824 -0.020589 0.222681 0.281085 0.933264
825 -0.396063 0.116264 0.317402 0.853741
826 -0.787164 -0.002116 0.104348 0.607848
827 -0.803249 -0.041558 0.240036 0.543551
828 0.118970 0.096221 0.137001 0.978682
829 -0.405471 0.023367 0.264177 0.874790
830 -0.866743 -0.197105 0.373942 0.264716
831 -0.365410 0.150976 0.409799 0.822038
832 -0.141038 0.041964 0.095597 0.984484
833 0.491620 0.269461 0.081177 0.824081
834 -0.957806 -0.186489 0.214753 -0.041355
835 -0.036102 0.155188 0.169123 0.972631
836 0.714549 0.349839 -0.012048 0.605712
837 -0.941624 -0.222450 0.246666 0.054917
838 -0.515258 0.021629 0.369349 0.773061
839 0.681367 0.290952 0.118410 0.661108
840 -0.538162 0.049484 0.209636 0.814853
841 0.757231 0.227120 -0.056670 0.609759
842 0.012265 0.040658 0.023555 0.998820
843 0.513821 0.247587 0.097166 0.815627
844 0.682902 0.286301 0.059691 0.669413
845 -0.107411 0.035607 0.098836 0.988649
846 -0.256436 0.142899 0.237026 0.926088
847 -0.456415 0.122930 0.259413 0.842187
848 0.088341 0.135244 0.120937 0.979428
849 -0.833308 -0.135166 0.323966 0.427052
850 0.638127 0.278655 0.047473 0.716165
851 -0.009156 0.189773 0.177896 0.965534
852 0.858393 0.119960 -0.038308 0.497295
853 -0.951663 -0.173773 0.233394 0.098329
854 0.237074 0.078263 0.103826 0.962752
855 0.524315 0.150966 0.060080 0.835879
856 0.622593 0.241696 0.073973 0.740601
857 0.492089 0.213927 0.038863 0.842955
858 0.811191 0.257882 -0.020846 0.524434
859 0.070455 0.274486 0.107561 0.952956
860 0.746768 0.253058 -0.001674 0.615057
861 -0.164570 0.059718 0.053318 0.983111
862 -0.814313 0.010240 0.127370 0.566185
863 0.358931 0.204639 0.095084 0.905677
864 0.086954 0.189155 0.183402 0.960741
865 0.128440 0.186992 0.117844 0.966773
866 0.764622 0.246272 -0.069364 0.591517
867 -0.928700 -0.112041 0.198327 0.292625
868 -0.332390 0.107833 0.298235 0.888226
869 -0.687427 -0.166355 0.249024 0.661632
870 -0.108364 0.056021 0.309497 0.943043
871 0.644785 0.276678 0.023495 0.712144
872 -0.971859 -0.170317 0.162726 0.001435
873 -0.737214 0.079834 0.302352 0.598936
874 -0.891988 -0.033088 0.176759 0.414751
875 -0.110549 0.120387 0.118524 0.979407
876 -0.728187 0.013634 0.190891 0.658118
877 -0.963303 -0.170664 0.189516 0.083694
878 0.785501 0.132462 -0.006716 0.604480
879 -0.996146 -0.034285 0.043973 0.067702
880 -0.828970 -0.103660 0.274890 0.475918
881 0.492539 0.232784 0.089869 0.833751
882 0.662863 0.243027 0.042736 0.706912
883 0.041635 0.060323 0.028483 0.996903
884 0.760974 0.268834 0.058546 0.587554
885 0.080376 0.197821 0.197892 0.956684
886 -0.914039 -0.146235 0.219380 0.308254
887 -0.470236 0.024223 0.376150 0.797999
888 -0.991190 -0.058809 0.057166 0.103996
889 -0.940767 -0.209068 0.237616 0.121599
890 -0.910580 0.009707 0.308473 0.274945
891 -0.214520 0.108306 0.215875 0.946387
892 0.855887 0.097462 0.025985 0.507231
893 -0.307173 0.055395 0.239407 0.919380
894 0.553402 0.352209 0.068205 0.751694
895 -0.405484 0.077267 0.225960 0.882358
896 0.750190 0.257814 -0.015528 0.608692
897 0.038087 0.098416 0.129755 0.985914
898 0.099988 0.089681 0.032337 0.990411
899 -0.823828 0.055444 0.217892 0.520343
900 -0.575872 -0.006684 0.065681 0.814870
901 -0.087431 0.104460 0.150775 0.979138
902 -0.812091 -0.075779 0.245494 0.523927
903 -0.710988 -0.011477 0.326441 0.622737
904 -0.988112 -0.051843 0.095484 0.108761
905 0.427431 0.264541 0.121735 0.855863
906 0.055895 0.271120 0.282665 0.918406
907 0.403178 0.144992 0.081892 0.899843
908 0.120233 0.163343 0.244110 0.948300
909 -0.938301 -0.112197 0.223984 0.238398
910 -0.756252 -0.092664 0.300984 0.573502
911 -0.072781 0.181568 0.241395 0.950507
912 0.636596 0.382076 0.029911 0.669230
913 0.044059 0.062341 0.012471 0.997004
914 -0.486298 0.022557 0.160766 0.858580
915 -0.481996 0.079632 0.331533 0.807109
916 -0.477548 0.034446 0.376656 0.793027
917 -0.065194 0.079668 0.296906 0.949342
918 -0.110210 0.034461 0.077776 0.990261
919 0.509868 0.285116 0.063958 0.809106
920 -0.939282 -0.197651 0.260310 0.104506
921 0.736735 0.295209 0.043351 0.606790
922 -0.096557 0.144016 0.259144 0.950148
923 -0.565786 0.043125 0.351743 0.744516
924 0.757351 0.250685 -0.012287 0.602848
925 0.273222 0.215885 0.223634 0.910347
926 -0.547624 -0.053043 0.189552 0.813243
927 -0.812353 -0.107245 0.273186 0.503936
928 -0.895089 0.006863 0.303225 0.326839
929 0.033088 0.171531 0.209744 0.962024
930 -0.919834 -0.043475 0.126916 0.368658
931 -0.475106 0.045442 0.090574 0.874074
932 -0.370821 0.007648 0.151740 0.916192
933 0.553976 0.315017 0.043625 0.769397
934 -0.963056 -0.068724 0.153842 0.210080
935 -0.697147 0.049802 0.165799 0.695713
936 -0.797235 0.042073 0.143761 0.584789
937 -0.928388 -0.186403 0.237805 0.216328
938 -0.914308 -0.226474 0.295684 0.159124
939 -0.195588 0.195278 0.313023 0.908641
940 -0.981870 -0.101337 0.153997 -0.044126
941 -0.372252 0.134688 0.238845 0.886702
942 -0.370256 0.112032 0.148458 0.910121
943 0.155072 0.191077 0.250175 0.936405
944 -0.914125 -0.268427 0.297028 0.064008
945 0.164994 0.188075 0.070253 0.965644
946 -0.465142 0.053938 0.146148 0.871421
947 -0.237465 0.143878 0.255497 0.926084
948 0.683300 0.420459 -0.048506 0.594947
949 0.682299 0.258689 -0.115793 0.673899
950 -0.969173 -0.069115 0.136083 0.193414
951 -0.845074 -0.062697 0.275771 0.453728
952 0.023237 0.047123 0.080499 0.995369
953 -0.075241 0.023569 0.133283 0.987937
954 -0.951836 -0.246483 0.158477 0.090220
955 -0.748312 -0.137183 0.296271 0.577437
956 -0.859250 -0.194972 0.334318 0.334524
957 0.455774 0.207184 0.110459 0.858571
958 0.180117 0.094367 0.039694 0.978303
959 -0.079966 0.051272 0.086344 0.991726
960 -0.007722 0.170173 0.221756 0.960107
961 -0.142986 0.167533 0.133090 0.966320
962 -0.618826 0.039034 0.364005 0.695004
963 -0.258770 0.021915 0.137646 0.955830
964 0.706301 0.314744 -0.004121 0.634080
965 -0.878707 -0.060992 0.281865 0.380403
966 0.610661 0.188470 0.157120 0.752918
967 0.662953 0.245912 0.032518 0.706374
968 -0.725312 -0.083691 0.127002 0.671408
969 -0.018705 0.019648 0.093452 0.995254
970 -0.941740 -0.218435 0.239970 0.088469
971 -0.974781 -0.105870 0.147099 0.130211
972 0.775639 0.085701 0.022665 0.624921
973 -0.513789 0.067309 0.123091 0.846368
974 -0.232402 0.115093 0.272644 0.926503
975 -0.786547 -0.135389 0.285062 0.530805
976 -0.023871 0.055472 0.093825 0.993755
977 0.778973 0.187616 0.027557 0.597697
978 0.756689 0.325816 0.071300 0.562301
979 0.149557 0.109893 0.036810 0.981937
980 -0.246362 0.146943 0.250804 0.924560
981 -0.686873 0.077595 0.368010 0.621895
982 -0.988405 -0.000294 0.078521 0.129965
983 -0.071206 0.260619 0.280161 0.921150
984 0.008901 0.311799 0.316144 0.895966
985 -0.972126 -0.075274 0.175499 0.136032
986 0.504028 0.180231 0.115521 0.836736
987 -0.632194 -0.027124 0.304517 0.711944
988 0.146243 0.098559 0.151296 0.972630
989 -0.188957 0.066654 0.034622 0.979109
990 -0.804547 0.065584 0.207014 0.552763
991 -0.173244 0.154797 0.237269 0.943254
992 0.817479 0.059870 0.017567 0.572569
993 0.035303 0.067958 0.081639 0.993715
994 0.452190 0.237041 0.104029 0.853530
995 -0.757537 0.018807 0.081831 0.647370
996 -0.583839 -0.037856 0.069224 0.808027
997 -0.341977 0.112178 0.220516 0.906555
998 -0.060647 0.218492 0.203730 0.952406
999 0.083188 0.249933 0.174524 0.948765
1000 -0.158095 0.121335 0.335880 0.920580
1001 -0.972326 -0.076658 0.152898 -0.159147
1002 0.020617 0.211458 0.137750 0.967412
1003 0.790029 0.216178 0.030511 0.572879
1004 -0.934983 -0.038226 0.128850 0.328242
1005 -0.947658 -0.234956 0.212832 0.037990
1006 0.744293 0.072972 0.028728 0.663233
1007 0.756294 0.307913 0.056810 0.574440
1008 0.282148 0.208086 0.194349 0.916145
1009 -0.859260 -0.125019 0.257315 0.424065
1010 0.274275 0.311114 0.208398 0.885749
1011 -0.130798 0.220649 0.289697 0.922107
1012 -0.742170 -0.019886 0.322802 0.587015
1013 -0.827627 -0.020302 0.145244 0.541780
